                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.3417,                 1.1173,                      0,                 5.1437,                  2.677,                0.02222,                    0.5,                0.03172,                0.00634,                0.64619,                0.93858,                0.82833,                0.42335,                 2.6692,                 1.0059,                      0,                 3.7447,                 3.6934,                      0,                      0,                      0
