                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.5609,                 6.8239,                      0,                 2.1652,                 1.7396,                 0.0937,                0.22222,                0.09897,                0.04462,                0.00677,                0.72222,                0.00913,                0.00121,                 2.1076,                 5.6284,                      0,                  3.462,                 2.3293,                    0.1,                      0,                      0
                      2,                0.94972,                 6.4349,                      0,                 1.1691,                 1.2538,                0.43051,                0.33333,                0.22422,                0.10592,                0.20714,                0.11111,                0.04459,                0.00779,                 1.4374,                 5.3345,                      0,                 3.4611,                 1.8341,                0.09909,               9.01e-05,               9.01e-05
